"WBRchCd","tn02","tn25","ts02","ts25","ts_chg"
"01090001001985",0.272789247028885,0.223058356787802,"oligo","oligo",0
"01090002003514",0.403313322887944,0.311717503537693,"meso","oligo",1
"01090001001987",0.233346609314929,0.187121611674774,"oligo","oligo",0
"01090004002624",0.467002113553463,0.333225560463461,"meso","oligo",1
"01090004002701",0.853077984692175,0.758673452681326,"eu","eu",0
"01090002003301",0.401635096102554,0.321124219294198,"meso","oligo",1
"01090001001922",0.616590390917671,0.546243303879981,"meso","meso",0
"01090003000912",0.246188605949693,0.230348507157703,"oligo","oligo",0
"01090001002145",1.10215885307854,0.969183774765449,"eu","eu",0
"01090004002761",0.364914926998301,0.310710450850209,"oligo","oligo",0
"01090003000988",0.344975464777793,0.285426324546509,"oligo","oligo",0
"01090002002756",0.436302853884456,0.308522019782429,"meso","oligo",1
"01090003000994",4.19871794174075,4.10276408823661,"hyper","hyper",0
"01090002003488",0.753660635330818,0.682328797608037,"eu","meso",1
"01090002003622",0.060925036208998,0.0546950770745932,"oligo","oligo",0
"01090001001794",0.562040607147977,0.507616472487251,"meso","meso",0
"01090003000949",0.791024266247795,0.695532880903529,"eu","meso",1
"01090001001888",0.540310941677319,0.40524813556459,"meso","meso",0
"01090003001244",0.514757513191307,0.419550887960696,"meso","meso",0
"01090002003313",0.316031776783956,0.240713484318697,"oligo","oligo",0
"01090004002665",0.722153001377312,0.609053954033613,"meso","meso",0
"01090001001986",0.815930193436472,0.706329571556204,"eu","meso",1
"01090004002561",2.85006309012654,2.74475389570377,"eu","eu",0
"01090003001067",0.522242088783733,0.43049485532607,"meso","meso",0
"01090002003267",0.335551099200597,0.308906985702417,"oligo","oligo",0
"01090001001822",1.23840190045331,1.1298482353547,"eu","eu",0
"01090001002055",0.866071748217462,0.72729516344089,"eu","meso",1
"01090004002756",0.324717637563429,0.234228374408358,"oligo","oligo",0
"01090004002607",1.09406977528473,1.02863275665228,"eu","eu",0
"01090001001734",0.984207925856939,0.89329952407992,"eu","eu",0
"01090003001129",0.689468595291747,0.565367573225222,"meso","meso",0
"01090002003237",0.461654103622504,0.440033637115252,"meso","meso",0
"01090005000582",0.149400415524103,0.0873796734050184,"oligo","oligo",0
"01090003000980",4.25815187671011,4.16236018403146,"hyper","hyper",0
"01090002002958",0.40212424107369,0.318843135701309,"meso","oligo",1
"01090001001937",1.13810385621852,1.01060974015156,"eu","eu",0
"01090004002726",0.469372738534554,0.322611322417545,"meso","oligo",1
"01090005000547",0.0408118197415015,0.0208303838912523,"oligo","oligo",0
"01090004002342",0.515196473791478,0.394728871144893,"meso","meso",0
"01090004002642",1.19882996219757,1.09802797415973,"eu","eu",0
"01090001002107",0.568593273354298,0.509660992094068,"meso","meso",0
"01090003001082",0.760961526473799,0.650018909817523,"eu","meso",1
"01090001002023",0.665071712444652,0.527126134343091,"meso","meso",0
"01090004002720",0.791771721224405,0.7546607106607,"eu","eu",0
"01090002003343",0.515085779735513,0.448530336217243,"meso","meso",0
"01090003000925",0.658161771476057,0.582173550968507,"meso","meso",0
"01090001002063",0.711094080969163,0.588924671003355,"meso","meso",0
"01090003001017",0.335388888910549,0.268674477247457,"oligo","oligo",0
"01090001001716",0.946059978482613,0.825043330176855,"eu","eu",0
"01090001002172",1.09688788935209,1.00884777709031,"eu","eu",0
